runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.004,1,3,489,1844,293,293,293,293,1,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-0.agents
0.008,5,10,724,2968,284,284,282,283,6,3,0,1,1,0,0,0,0,0,0,0.002,0.002,0.003,0.003,0.006,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-1.agents
0.008,3,7,527,2161,296,296,296,296,5,1,0,0,2,0,0,0,0,0,0,0.002,0.001,0.002,0.002,0.007,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-2.agents
0.005,2,5,543,2135,272,272,272,272,3,2,0,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.006,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-3.agents
0.005,2,4,520,2146,328,328,327,328,3,1,1,0,0,0,0,0,0,0,0,0.001,0.001,0.002,0.002,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-4.agents
0.007,2,5,535,2055,265,265,264,265,2,1,1,0,0,0,0,0,0,0,0,0.001,0,0.002,0.002,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-5.agents
0.012,13,27,923,3460,217,217,212,214,11,5,2,3,3,0,0,0,0,0,0,0,0,0.01,0.01,0.006,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-6.agents
0.003,1,3,309,1174,194,194,192,193,0,0,0,0,1,0,0,0,0,0,0,0.001,0.001,0,0,0.009,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-7.agents
0.006,3,7,442,1624,199,199,197,197,3,2,0,0,1,0,0,0,0,0,0,0.002,0.001,0.001,0.001,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-8.agents
0.015,10,21,1942,6335,278,278,273,276,11,2,1,0,7,0,0,0,0,0,0.002,0.002,0.002,0.009,0.011,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-9.agents
0.008,7,15,751,3032,283,283,281,281,4,6,0,0,1,0,0,0,0,0,0,0.003,0.002,0.002,0.002,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-10.agents
0.004,2,4,375,1555,266,266,264,265,2,1,0,0,1,0,0,0,0,0,0,0,0,0.001,0.001,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-11.agents
0.004,2,4,412,1594,244,244,241,242,3,1,0,0,1,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.005,Disjoint CG+GR+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-20agents-12.agents
